"Timestamp","Studio Art (x1) - Demand (kW)","PV Inverter (x0) - Demand (kW)","Chiller (x0) - Demand (kW)","MDB - AHU (x0) - Demand (kW)","LDB (x0) - Demand (kW)","H1 (x0) - Demand (kW)","LDB (x0) - Temperature (F)","Chiller (x0) - Temperature (F)","H1 (x0) - Temperature (F)","MDB - AHU (x0) - Temperature (F)","PV Inverter (x0) - Temperature (F)","Studio Art (x1) - Temperature (F)"
"2017-10-16 12:30:00",88.03,-9.81,65.59,11.76,3.05,5.25
"2017-10-16 12:53:00",,,,,,,95,95,95,95,95,95
"2017-10-16 13:00:00",91.93,-9.58,69.28,11.55,3.01,4.53
"2017-10-16 13:30:00",96.08,-9.13,71.29,11.94,3.18,5.8
"2017-10-16 13:53:00",,,,,,,96,96,96,96,96,96
"2017-10-16 14:00:00",93.97,-8.55,71.89,11.89,3.15,4.43
"2017-10-16 14:30:00",98.03,-7.8,74.11,12.46,3.16,4.1
"2017-10-16 14:53:00",,,,,,,97,97,97,97,97,97
"2017-10-16 15:00:00",101.95,-6.87,74.21,12.45,3.33,5.03
"2017-10-16 15:30:00",103.99,-5.64,74.9,12.6,3.17,6.17
"2017-10-16 15:53:00",,,,,,,97,97,97,97,97,97
"2017-10-16 16:00:00",104.15,-4.23,74.6,13.01,3.13,5.65
"2017-10-16 16:30:00",104.11,-2.76,72.81,12.89,2.8,6.69
"2017-10-16 16:53:00",,,,,,,96,96,96,96,96,96
"2017-10-16 17:00:00",100.04,-1.41,69.25,12.92,2.44,5.68
"2017-10-16 17:30:00",94.05,-0.22,63.42,12.59,2.54,5.17
"2017-10-16 17:53:00",,,,,,,90,90,90,90,90,90
"2017-10-16 18:00:00",88.01,0.05,57.82,11.88,2.67,5.49
"2017-10-16 18:30:00",88,0.01,51.28,11.98,3.05,8.06
"2017-10-16 18:53:00",,,,,,,85,85,85,85,85,85
"2017-10-16 19:00:00",75.97,0,41.43,11.59,3.1,7.32
"2017-10-16 19:30:00",68,0,35.93,11.54,2.85,6.03
"2017-10-16 19:53:00",,,,,,,81,81,81,81,81,81
"2017-10-16 20:00:00",30,0,1.82,6.63,2.76,6.92
"2017-10-16 20:30:00",28.03,0,0.14,6.47,2.77,6.82
"2017-10-16 20:53:00",,,,,,,80,80,80,80,80,80
"2017-10-16 21:00:00",25.97,0,0.13,6.18,2.66,6.12
"2017-10-16 21:30:00",28,0,0.14,6.18,2.73,6.88
"2017-10-16 21:53:00",,,,,,,77,77,77,77,77,77
"2017-10-16 22:00:00",27.94,0,0.14,6.49,2.65,8.16
"2017-10-16 22:30:00",31.03,0,0.14,6.18,2.74,8.17
"2017-10-16 22:53:00",,,,,,,73,73,73,73,73,73
"2017-10-16 23:00:00",27.97,0,0.14,6.18,2.68,7.87
"2017-10-16 23:30:00",28.04,0,0.14,6.48,2.69,7.11
"2017-10-16 23:53:00",,,,,,,71,71,71,71,71,71
"2017-10-17 00:00:00",28.03,0,0.14,6.2,2.82,7.07
"2017-10-17 00:30:00",26,0,0.14,6.21,2.66,4.69
"2017-10-17 00:53:00",,,,,,,70,70,70,70,70,70
"2017-10-17 01:00:00",26.08,0,0.14,6.52,2.78,4.22
"2017-10-17 01:30:00",23.97,0,0.14,6.51,2.71,4.21
"2017-10-17 01:53:00",,,,,,,66,66,66,66,66,66
"2017-10-17 02:00:00",27.9,0,0.14,6.22,2.68,4.21
"2017-10-17 02:30:00",23.97,0,0.14,6.21,2.72,4.22
"2017-10-17 02:53:00",,,,,,,66,66,66,66,66,66
"2017-10-17 03:00:00",25.9,0,0.14,6.54,2.63,4.22
"2017-10-17 03:30:00",25.97,0,0.14,6.54,2.73,4.22
"2017-10-17 03:53:00",,,,,,,67,67,67,67,67,67
"2017-10-17 04:00:00",24.04,0,0.13,6.22,2.68,4.22
"2017-10-17 04:30:00",23.97,0,0.14,6.23,2.61,4.21
"2017-10-17 04:53:00",,,,,,,66,66,66,66,66,66
"2017-10-17 05:00:00",25.93,0,0.13,6.22,2.7,4.21
"2017-10-17 05:30:00",25.97,0,0.14,6.54,2.64,4.66
"2017-10-17 05:53:00",,,,,,,66,66,66,66,66,66
"2017-10-17 06:00:00",50,0,19,12.96,2.81,4.86
"2017-10-17 06:30:00",51.97,0,17.97,11.98,2.89,5.4
"2017-10-17 06:53:00",,,,,,,67,67,67,67,67,67
"2017-10-17 07:00:00",46,-0.01,17.68,12.22,2.46,3.4
"2017-10-17 07:30:00",43.93,-0.97,18.35,11.68,2.39,2.82
"2017-10-17 07:53:00",,,,,,,67,67,67,67,67,67
"2017-10-17 08:00:00",48,-2.3,21.95,11.58,2.57,2.59
"2017-10-17 08:30:00",54.01,-4.46,28.92,11.51,2.51,4.72
"2017-10-17 08:53:00",,,,,,,77,77,77,77,77,77
"2017-10-17 09:00:00",62,-5.9,35.33,11.72,2.73,6.14
"2017-10-17 09:30:00",62,-6.47,40.16,11.71,2.63,4
"2017-10-17 09:53:00",,,,,,,81,81,81,81,81,81
"2017-10-17 10:00:00",70,-7.96,44.98,11.43,3.18,5.06
"2017-10-17 10:30:00",73.97,-9.79,50.76,11.73,3.41,5.93
"2017-10-17 10:53:00",,,,,,,85,85,85,85,85,85
"2017-10-17 11:00:00",81.95,-10.16,57.03,11.47,3.35,7.15
"2017-10-17 11:30:00",85.97,-10.32,60.16,11.5,3.3,6.95
"2017-10-17 11:53:00",,,,,,,90,90,90,90,90,90
"2017-10-17 12:00:00",88.03,-10.44,63.81,11.58,3.58,5.96
"2017-10-17 12:30:00",98.13,-10.45,68.16,16.69,3.36,6.28
"2017-10-17 12:53:00",,,,,,,94,94,94,94,94,94
"2017-10-17 13:00:00",94,-9.82,69.95,11.93,3.35,6.14
"2017-10-17 13:30:00",98.08,-9.53,71.46,12,3.57,8.23
"2017-10-17 13:53:00",,,,,,,96,96,96,96,96,96
"2017-10-17 14:00:00",110,-8.27,71.36,18.32,3.85,9.95
"2017-10-17 14:30:00",109.97,-8.05,73.4,17.93,3.64,8.21
"2017-10-17 14:53:00",,,,,,,96,96,96,96,96,96
"2017-10-17 15:00:00",115.93,-7.49,73.62,19.8,3.38,12.54
"2017-10-17 15:30:00",116.09,-6.25,74.33,22.25,3.51,10.23
"2017-10-17 15:53:00",,,,,,,95,95,95,95,95,95
"2017-10-17 16:00:00",118,-4.88,70.2,22.64,3.6,10.86
"2017-10-17 16:30:00",110,-2.96,68.93,20.75,3.09,9
"2017-10-17 16:53:00",,,,,,,92,92,92,92,92,92
"2017-10-17 17:00:00",98.22,-1.36,64.21,13.11,2.67,8.28
"2017-10-17 17:30:00",96,-0.23,62.09,12.84,2.46,6.75
"2017-10-17 17:53:00",,,,,,,87,87,87,87,87,87
"2017-10-17 18:00:00",88.04,0.05,57.46,12.29,2.56,6.6
"2017-10-17 18:30:00",83.9,0.01,49.35,11.97,3.07,5.98
"2017-10-17 18:53:00",,,,,,,83,83,83,83,83,83
"2017-10-17 19:00:00",75.88,0,43.51,11.61,2.93,5.26
"2017-10-17 19:30:00",70.04,0,38.74,11.58,3.01,5.67
"2017-10-17 19:53:00",,,,,,,81,81,81,81,81,81
"2017-10-17 20:00:00",28.03,0,1.71,6.54,2.69,5.63
"2017-10-17 20:30:00",28,0,0.16,6.43,2.84,5.54
"2017-10-17 20:53:00",,,,,,,80,80,80,80,80,80
"2017-10-17 21:00:00",28.07,0,0.14,6.14,2.84,6.98
"2017-10-17 21:30:00",26.14,0,0.14,6.15,2.74,6.4
"2017-10-17 21:53:00",,,,,,,77,77,77,77,77,77
"2017-10-17 22:00:00",27.97,0,0.14,6.45,2.76,6.59
"2017-10-17 22:30:00",30,0,0.14,6.16,2.72,8.57
"2017-10-17 22:53:00",,,,,,,75,75,75,75,75,75
"2017-10-17 23:00:00",28,0,0.14,6.17,2.79,7.06
"2017-10-17 23:30:00",27.87,0,0.14,6.18,2.7,6.87
"2017-10-17 23:53:00",,,,,,,73,73,73,73,73,73
"2017-10-18 00:00:00",28.03,0,0.14,6.47,2.77,7.12
"2017-10-18 00:30:00",28.04,0,0.14,6.18,2.75,7.91
"2017-10-18 00:53:00",,,,,,,72,72,72,72,72,72
"2017-10-18 01:00:00",28.03,0,0.14,6.19,2.77,7.11
"2017-10-18 01:30:00",28.03,0,0.14,6.47,2.72,6.72
"2017-10-18 01:53:00",,,,,,,70,70,70,70,70,70
"2017-10-18 02:00:00",29.04,0,0.14,6.53,2.67,6.63
"2017-10-18 02:30:00",28.04,0,0.14,6.19,2.77,6.66
"2017-10-18 02:53:00",,,,,,,72,72,72,72,72,72
"2017-10-18 03:00:00",27.9,0,0.14,6.49,2.65,7.15
"2017-10-18 03:30:00",28.03,0,0.14,6.2,2.72,6.68
"2017-10-18 03:53:00",,,,,,,69,69,69,69,69,69
"2017-10-18 04:00:00",25.97,0,0.14,6.19,2.68,6.63
"2017-10-18 04:30:00",28.07,0,0.14,6.19,2.7,6.33
"2017-10-18 04:53:00",,,,,,,68,68,68,68,68,68
"2017-10-18 05:00:00",27.94,0,0.14,6.5,2.7,6.27
"2017-10-18 05:30:00",26,0,0.14,6.19,2.71,6.73
"2017-10-18 05:53:00",,,,,,,68,68,68,68,68,68
"2017-10-18 06:00:00",60,0,22.17,14.35,2.99,7.08
"2017-10-18 06:30:00",52.05,0,19.11,12.05,2.76,7.07
"2017-10-18 06:53:00",,,,,,,67,67,67,67,67,67
"2017-10-18 07:00:00",48.01,0.02,18.14,12.29,2.34,5.59
"2017-10-18 07:30:00",48.01,-1.12,18.54,11.79,2.45,4.61
"2017-10-18 07:53:00",,,,,,,67,67,67,67,67,67
"2017-10-18 08:00:00",50.14,-3.49,22.56,11.73,2.64,6.61
"2017-10-18 08:30:00",62.04,-4.45,30.74,11.75,3.34,6.12
"2017-10-18 08:53:00",,,,,,,77,77,77,77,77,77
"2017-10-18 09:00:00",60,-5.79,32.5,11.48,3.23,5.37
"2017-10-18 09:30:00",62.05,-7.91,34.87,12.07,3.56,7.01
"2017-10-18 09:53:00",,,,,,,77,77,77,77,77,77
"2017-10-18 10:00:00",70,-8.72,38.94,14.24,3.63,7.33
"2017-10-18 10:30:00",68,-9.7,42.59,11.53,3.6,6.7
"2017-10-18 10:53:00",,,,,,,80,80,80,80,80,80
"2017-10-18 11:00:00",76.04,-9.27,45.77,11.52,4.04,6.9
"2017-10-18 11:30:00",78.09,-10.08,48.59,11.5,3.86,9.78
"2017-10-18 11:53:00",,,,,,,84,84,84,84,84,84
"2017-10-18 12:00:00",81.85,-10.17,52.35,11.9,4.1,8.43
"2017-10-18 12:30:00",84.01,-10.12,57.94,12.19,3.94,6.9
"2017-10-18 12:53:00",,,,,,,88,88,88,88,88,88
"2017-10-18 13:00:00",90.11,-9.96,61.04,12.39,3.43,8.24
"2017-10-18 13:30:00",89.97,-9.58,61.85,12.84,3.68,7.81
"2017-10-18 13:53:00",,,,,,,90,90,90,90,90,90
"2017-10-18 14:00:00",89.91,-9.01,61.36,12.52,3.5,7.45
"2017-10-18 14:30:00",94.06,-8.14,62.66,13.08,3.68,8.83
"2017-10-18 14:53:00",,,,,,,90,90,90,90,90,90
"2017-10-18 15:00:00",96.04,-7.17,61.72,13.56,3.91,9.41
"2017-10-18 15:30:00",99.95,-5.9,62.35,13.59,3.96,10.25
"2017-10-18 15:53:00",,,,,,,86,86,86,86,86,86
"2017-10-18 16:00:00",101.99,-4.41,61.63,13.89,3.84,12.77
"2017-10-18 16:30:00",97.97,-2.73,60.37,13.43,3.16,11.33
"2017-10-18 16:53:00",,,,,,,84,84,84,84,84,84
"2017-10-18 17:00:00",95.97,-1.27,56.81,13.26,3.01,12.01
"2017-10-18 17:30:00",84,-0.29,51.33,12.52,2.49,9.03
"2017-10-18 17:53:00",,,,,,,81,81,81,81,81,81
"2017-10-18 18:00:00",79.97,0.06,46.68,11.86,2.71,6.29
"2017-10-18 18:30:00",78,0,43.3,11.89,3.08,7.96
"2017-10-18 18:53:00",,,,,,,78,78,78,78,78,78
"2017-10-18 19:00:00",76.01,0,40.47,11.52,2.92,7.69
"2017-10-18 19:30:00",72,0,38.39,11.5,3.06,7.72
"2017-10-18 19:53:00",,,,,,,76,76,76,76,76,76
"2017-10-18 20:00:00",32.03,0,2.01,6.88,2.76,8.54
"2017-10-18 20:30:00",28,0,0.14,6.13,2.8,8.12
"2017-10-18 20:53:00",,,,,,,73,73,73,73,73,73
"2017-10-18 21:00:00",31.93,0,0.14,6.14,2.81,10.13
"2017-10-18 21:30:00",34.1,0,0.14,6.43,2.97,11.27
"2017-10-18 21:53:00",,,,,,,70,70,70,70,70,70
"2017-10-18 22:00:00",31.97,0,0.14,6.15,2.89,11.43
"2017-10-18 22:30:00",32.03,0,0.14,6.17,2.8,10.49
"2017-10-18 22:53:00",,,,,,,69,69,69,69,69,69
"2017-10-18 23:00:00",30,0,0.14,6.17,2.9,8.31
"2017-10-18 23:30:00",25.93,0,0.14,6.49,2.83,6.23
"2017-10-18 23:53:00",,,,,,,67,67,67,67,67,67
"2017-10-19 00:00:00",28,0,0.13,6.19,2.87,5.65
"2017-10-19 00:30:00",26,0,0.14,6.53,2.71,5.51
"2017-10-19 00:53:00",,,,,,,66,66,66,66,66,66
"2017-10-19 01:00:00",26,0,0.14,6.5,2.7,4.73
"2017-10-19 01:30:00",26.03,0,0.14,6.53,2.78,5.12
"2017-10-19 01:53:00",,,,,,,64,64,64,64,64,64
"2017-10-19 02:00:00",24.45,0,0.14,6.2,2.62,4.66
"2017-10-19 02:30:00",23.97,0,0.14,6.21,2.69,4.35
"2017-10-19 02:53:00",,,,,,,64,64,64,64,64,64
"2017-10-19 03:00:00",25.9,0,0.14,6.21,2.62,4.72
"2017-10-19 03:30:00",26.03,0,0.14,6.5,2.62,4.74
"2017-10-19 03:53:00",,,,,,,63,63,63,63,63,63
"2017-10-19 04:00:00",23.97,0,0.13,6.2,2.69,4.72
"2017-10-19 04:30:00",25.97,0,0.13,6.49,2.62,4.57
"2017-10-19 04:53:00",,,,,,,62,62,62,62,62,62
"2017-10-19 05:00:00",26.07,0,0.13,6.2,2.68,4.71
"2017-10-19 05:30:00",23.91,0,0.13,6.21,2.71,4.73
"2017-10-19 05:53:00",,,,,,,62,62,62,62,62,62
"2017-10-19 06:00:00",30.07,0,0.13,10.05,2.78,4.42
"2017-10-19 06:30:00",32.04,0,3.71,11.03,2.77,3.98
"2017-10-19 06:53:00",,,,,,,60,60,60,60,60,60
"2017-10-19 07:00:00",26.07,-0.07,0.14,9.7,2.21,2.72
"2017-10-19 07:30:00",26.03,-1.01,2.07,10.18,2.35,2.92
"2017-10-19 07:53:00",,,,,,,61,61,61,61,61,61
"2017-10-19 08:00:00",48,-2.94,18.96,11.81,3.32,2.83
"2017-10-19 08:30:00",45.97,-4.6,17.85,11.89,3.26,4.08
"2017-10-19 08:53:00",,,,,,,65,65,65,65,65,65
"2017-10-19 09:00:00",48,-5.73,19.63,11.49,3.34,6.06
"2017-10-19 09:30:00",50,-7.51,21.51,11.72,3.45,7.68
"2017-10-19 09:53:00",,,,,,,68,68,68,68,68,68
"2017-10-19 10:00:00",54,-8.44,24.43,11.7,3.44,10.01
"2017-10-19 10:30:00",60,-9.32,27.47,11.38,3.63,11.39
"2017-10-19 10:53:00",,,,,,,70,70,70,70,70,70
"2017-10-19 11:00:00",62,-9.82,30.99,11.51,3.99,11.49
"2017-10-19 11:30:00",63.97,-10.49,34.1,11.45,3.98,10.07
"2017-10-19 11:53:00",,,,,,,74,74,74,74,74,74
"2017-10-19 12:00:00",67.95,-9.48,36.95,11.92,3.78,10.21
"2017-10-19 12:30:00",67.94,-9.33,38.37,11.7,3.79,8.72
"2017-10-19 12:53:00",,,,,,,76,76,76,76,76,76
"2017-10-19 13:00:00",71.92,-7.98,38.58,11.58,3.77,10.16
"2017-10-19 13:30:00",72,-8.49,39.41,12.01,3.91,11.92
"2017-10-19 13:53:00",,,,,,,77,77,77,77,77,77
"2017-10-19 14:00:00",75.94,-8.16,40.82,11.86,3.95,12.08
"2017-10-19 14:30:00",77.97,-7.99,42.34,11.87,3.88,12.58
"2017-10-19 14:53:00",,,,,,,77,77,77,77,77,77
"2017-10-19 15:00:00",78.04,-6.73,42.4,12.07,3.69,12.21
"2017-10-19 15:30:00",78.07,-5.83,41.46,13.24,3.34,12.1
"2017-10-19 15:53:00",,,,,,,76,76,76,76,76,76
"2017-10-19 16:00:00",85.95,-4.14,41.16,21.09,3.14,12.54
"2017-10-19 16:30:00",82,-1.82,37.29,20.23,3.02,10.71
"2017-10-19 16:53:00",,,,,,,73,73,73,73,73,73
"2017-10-19 17:00:00",70.08,-1.03,34.47,11.38,2.89,10.22
"2017-10-19 17:30:00",68,-0.31,32.41,11.79,3.03,10.06
"2017-10-19 17:53:00",,,,,,,71,71,71,71,71,71
"2017-10-19 18:00:00",70,0.06,30.54,11.61,3.52,10.49
"2017-10-19 18:30:00",68.01,0,28.86,11.32,3.92,8.73
"2017-10-19 18:53:00",,,,,,,68,68,68,68,68,68
"2017-10-19 19:00:00",65.97,0,27.46,11.35,3.84,8.08
"2017-10-19 19:30:00",64.02,0,27.46,11.64,3.67,6.51
"2017-10-19 19:53:00",,,,,,,67,67,67,67,67,67
"2017-10-19 20:00:00",31.97,0,1.57,6.89,3.4,7.54
"2017-10-19 20:30:00",30,0,0.14,6.17,3.31,6.81
"2017-10-19 20:53:00",,,,,,,65,65,65,65,65,65
"2017-10-19 21:00:00",28,0,0.14,6.17,2.99,6.39
"2017-10-19 21:30:00",27.97,0,0.13,6.45,2.86,6.52
"2017-10-19 21:53:00",,,,,,,65,65,65,65,65,65
"2017-10-19 22:00:00",26.07,0,0.13,6.17,2.85,3.94
"2017-10-19 22:30:00",24.86,0,0.13,6.18,2.9,4.44
"2017-10-19 22:53:00",,,,,,,63,63,63,63,63,63
"2017-10-19 23:00:00",25.97,0,0.13,6.18,2.88,4.72
"2017-10-19 23:30:00",28,0,0.14,6.49,2.83,5.94
"2017-10-19 23:53:00",,,,,,,62,62,62,62,62,62
"2017-10-20 00:00:00",28.03,0,0.14,6.19,2.89,6.49
"2017-10-20 00:30:00",28.07,0,0.14,6.2,3.02,6.46
"2017-10-20 00:53:00",,,,,,,62,62,62,62,62,62
"2017-10-20 01:00:00",27.97,0,0.14,6.48,2.87,6.35
"2017-10-20 01:30:00",28.04,0,0.14,6.49,2.8,6.29
"2017-10-20 01:53:00",,,,,,,61,61,61,61,61,61
"2017-10-20 02:00:00",26.83,0,0.14,6.2,2.88,6.3
"2017-10-20 02:30:00",25.78,0,0.14,6.2,2.83,5.34
"2017-10-20 02:53:00",,,,,,,61,61,61,61,61,61
"2017-10-20 03:00:00",25.87,0,0.14,6.49,2.83,4.73
"2017-10-20 03:30:00",25.97,0,0.14,6.21,2.83,4.73
"2017-10-20 03:53:00",,,,,,,61,61,61,61,61,61
"2017-10-20 04:00:00",25.9,0,0.13,6.2,2.92,4.73
"2017-10-20 04:30:00",26.03,0,0.13,6.52,2.79,4.72
"2017-10-20 04:53:00",,,,,,,63,63,63,63,63,63
"2017-10-20 05:00:00",26,0,0.13,6.2,2.79,4.73
"2017-10-20 05:30:00",26.07,0,0.13,6.2,2.84,4.44
"2017-10-20 05:53:00",,,,,,,63,63,63,63,63,63
"2017-10-20 06:00:00",45.94,0,14.82,11.82,3.06,4.66
"2017-10-20 06:30:00",46.78,0,15.31,11.91,2.85,4.37
"2017-10-20 06:53:00",,,,,,,63,63,63,63,63,63
"2017-10-20 07:00:00",40.82,0.02,14.72,11.78,2.41,2.31
"2017-10-20 07:30:00",44,-0.11,15.21,11.32,2.78,2.82
"2017-10-20 07:53:00",,,,,,,62,62,62,62,62,62
"2017-10-20 08:00:00",43.94,-0.79,15.62,11.51,2.6,2.82
"2017-10-20 08:30:00",42.04,-1.56,16.49,11.1,2.63,2.67
"2017-10-20 08:53:00",,,,,,,62,62,62,62,62,62
"2017-10-20 09:00:00",47.94,-1.79,17.32,11.04,2.76,5.92
"2017-10-20 09:30:00",50,-1.09,18.17,10.97,2.96,7.37
"2017-10-20 09:53:00",,,,,,,63,63,63,63,63,63
"2017-10-20 10:00:00",56.05,-1.78,18.25,15.7,2.94,9.08
"2017-10-20 10:30:00",58.02,-5.28,20.57,18.97,2.82,8.64
"2017-10-20 10:53:00",,,,,,,67,67,67,67,67,67
"2017-10-20 11:00:00",60.01,-5.79,22.14,18.62,3.11,9.23
"2017-10-20 11:30:00",60.04,-8.78,25.19,18.23,2.94,9.58
"2017-10-20 11:53:00",,,,,,,70,70,70,70,70,70
"2017-10-20 12:00:00",53.98,-8.59,27.64,12.61,2.89,6.49
"2017-10-20 12:30:00",49.97,-7.75,29.51,10.98,2.75,4.22
"2017-10-20 12:53:00",,,,,,,73,73,73,73,73,73
"2017-10-20 13:00:00",56.02,-4.31,28.02,11.02,2.81,5.27
"2017-10-20 13:30:00",57.97,-6.2,29.34,11.9,2.96,8.2
"2017-10-20 13:53:00",,,,,,,72,72,72,72,72,72
"2017-10-20 14:00:00",65.98,-4.28,29.45,17,2.93,8.56
"2017-10-20 14:30:00",60.01,-3.8,29.25,12.66,2.92,8.19
"2017-10-20 14:53:00",,,,,,,70,70,70,70,70,70
"2017-10-20 15:00:00",64.01,-1.27,27.73,12.98,3,8.47
"2017-10-20 15:30:00",73.9,-1.13,27.15,20.35,3.52,9.69
"2017-10-20 15:53:00",,,,,,,69,69,69,69,69,69
"2017-10-20 16:00:00",65.97,-0.79,26.68,14.7,3.49,8.66
"2017-10-20 16:30:00",62.04,-0.19,25.67,11.76,3.2,8.88
"2017-10-20 16:53:00",,,,,,,69,69,69,69,69,69
"2017-10-20 17:00:00",58.07,0,24.86,11.28,2.55,9.34
"2017-10-20 17:30:00",58,0.01,23.72,10.99,2.54,7.92
"2017-10-20 17:53:00",,,,,,,66,66,66,66,66,66
"2017-10-20 18:00:00",56.01,0.07,22.64,11.25,2.8,7.19
"2017-10-20 18:30:00",54.03,0,21.28,10.97,3.09,7.58
"2017-10-20 18:53:00",,,,,,,63,63,63,63,63,63
"2017-10-20 19:00:00",53.97,0,19.96,11.31,3,6.72
"2017-10-20 19:30:00",52,0,19.3,10.98,3.1,5.05
"2017-10-20 19:53:00",,,,,,,62,62,62,62,62,62
"2017-10-20 20:00:00",28.03,0,0.84,6.53,2.86,5.26
"2017-10-20 20:30:00",28,0,0.14,6.21,2.89,7.45
"2017-10-20 20:53:00",,,,,,,61,61,61,61,61,61
"2017-10-20 21:00:00",32,0,0.14,6.49,2.93,9.82
"2017-10-20 21:30:00",33.97,0,0.14,6.21,3.08,10.68
"2017-10-20 21:53:00",,,,,,,61,61,61,61,61,61
"2017-10-20 22:00:00",30.04,0,0.14,6.55,3.07,8.89
"2017-10-20 22:30:00",29.9,0,0.14,6.51,2.93,8.43
"2017-10-20 22:53:00",,,,,,,61,61,61,61,61,61
"2017-10-20 23:00:00",31.03,0,0.14,6.23,2.8,7.8
"2017-10-20 23:30:00",30,0,0.14,6.24,2.76,8.27
"2017-10-20 23:53:00",,,,,,,60,60,60,60,60,60
"2017-10-21 00:00:00",26.97,0,0.14,6.56,2.79,6.47
"2017-10-21 00:30:00",27.94,0,0.14,6.26,2.71,5.89
"2017-10-21 00:53:00",,,,,,,59,59,59,59,59,59
"2017-10-21 01:00:00",24.73,0,0.14,6.26,2.68,6.35
"2017-10-21 01:30:00",27.9,0,0.14,6.26,2.67,5.66
"2017-10-21 01:53:00",,,,,,,58,58,58,58,58,58
"2017-10-21 02:00:00",26.44,0,0.14,6.99,2.69,4.75
"2017-10-21 02:30:00",26,0,0.13,6.25,2.7,4.9
"2017-10-21 02:53:00",,,,,,,58,58,58,58,58,58
"2017-10-21 03:00:00",24.34,0,0.14,6.27,2.71,4.91
"2017-10-21 03:30:00",25.87,0,0.13,6.27,2.7,4
"2017-10-21 03:53:00",,,,,,,57,57,57,57,57,57
"2017-10-21 04:00:00",22.19,0,0.14,6.6,2.68,3.98
"2017-10-21 04:30:00",26.14,0,0.13,6.27,2.68,4.76
"2017-10-21 04:53:00",,,,,,,56,56,56,56,56,56
"2017-10-21 05:00:00",25.97,0,0.13,6.26,2.66,4.83
"2017-10-21 05:30:00",26.07,0,0.13,6.55,2.7,4.85
"2017-10-21 05:53:00",,,,,,,56,56,56,56,56,56
"2017-10-21 06:00:00",27.9,0,0.13,9.24,2.89,4.24
"2017-10-21 06:30:00",28,0,0.13,9.14,2.77,3.98
"2017-10-21 06:53:00",,,,,,,55,55,55,55,55,55
"2017-10-21 07:00:00",23.94,-0.06,0.13,9.34,2.33,2.71
"2017-10-21 07:30:00",24.04,-1.27,0.13,8.85,2.42,2.26
"2017-10-21 07:53:00",,,,,,,56,56,56,56,56,56
"2017-10-21 08:00:00",19.97,-3.36,0.13,8.64,2.31,1.85
"2017-10-21 08:30:00",18.04,-5.08,0.13,8.48,2.29,1.97
"2017-10-21 08:53:00",,,,,,,60,60,60,60,60,60
"2017-10-21 09:00:00",18.07,-6.71,0.13,8.61,2.31,4.08
"2017-10-21 09:30:00",35.81,-8.06,15.46,10.84,2.35,5.25
"2017-10-21 09:53:00",,,,,,,62,62,62,62,62,62
"2017-10-21 10:00:00",38,-9.01,17.95,11.04,2.37,4.74
"2017-10-21 10:30:00",40.14,-9.85,20.38,11.28,2.34,4.92
"2017-10-21 10:53:00",,,,,,,66,66,66,66,66,66
"2017-10-21 11:00:00",42.14,-10.37,22.93,11.29,2.34,6.54
"2017-10-21 11:30:00",45.94,-10.66,25.3,10.99,2.46,6.5
"2017-10-21 11:53:00",,,,,,,70,70,70,70,70,70
"2017-10-21 12:00:00",48.04,-10.86,27.51,11.01,2.57,7.14
"2017-10-21 12:30:00",49.92,-10.81,29.13,11.77,2.44,6.98
"2017-10-21 12:53:00",,,,,,,74,74,74,74,74,74
"2017-10-21 13:00:00",53.97,-10.61,31.92,11,2.51,7.41
"2017-10-21 13:30:00",54.04,-10.21,32.98,11.01,2.52,8.54
"2017-10-21 13:53:00",,,,,,,76,76,76,76,76,76
"2017-10-21 14:00:00",59.97,-9.54,34.48,11.02,2.52,10.15
"2017-10-21 14:30:00",63.97,-8.61,36.23,11.34,2.55,11.58
"2017-10-21 14:53:00",,,,,,,79,79,79,79,79,79
"2017-10-21 15:00:00",62.01,-7.58,36.92,11.04,2.48,8.64
"2017-10-21 15:30:00",62.04,-6.3,36.67,11.05,2.47,6.07
"2017-10-21 15:53:00",,,,,,,81,81,81,81,81,81
"2017-10-21 16:00:00",60.01,-4.81,36.8,11.05,2.41,5.87
"2017-10-21 16:30:00",65.97,-3.15,37.15,11.38,2.7,6.81
"2017-10-21 16:53:00",,,,,,,80,80,80,80,80,80
"2017-10-21 17:00:00",65.97,-1.44,36.35,11.05,2.69,5.48
"2017-10-21 17:30:00",64,-0.13,34.95,11.05,2.59,4.59
"2017-10-21 17:53:00",,,,,,,76,76,76,76,76,76
"2017-10-21 18:00:00",62,0.06,31.27,11.37,2.69,5.88
"2017-10-21 18:30:00",60,0.01,25.7,11.32,3.02,7.25
"2017-10-21 18:53:00",,,,,,,72,72,72,72,72,72
"2017-10-21 19:00:00",58,0,23.8,11.02,3.01,8.04
"2017-10-21 19:30:00",60.04,0,22.67,11.01,3.05,11.26
"2017-10-21 19:53:00",,,,,,,71,71,71,71,71,71
"2017-10-21 20:00:00",33.9,0,0.95,6.87,2.78,11.76
"2017-10-21 20:30:00",34,0,0.14,6.19,2.76,11.44
"2017-10-21 20:53:00",,,,,,,71,71,71,71,71,71
"2017-10-21 21:00:00",28,0,0.14,6.2,2.71,8.7
"2017-10-21 21:30:00",28.07,0,0.13,6.2,2.76,6.37
"2017-10-21 21:53:00",,,,,,,68,68,68,68,68,68
"2017-10-21 22:00:00",28.12,0,0.13,6.48,2.89,5.85
